timestamp,type,source_ip,source_port,destination_ip,destination_port,protocol,packet_size
1669868555.743601,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868555.749197,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669868555.749624,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669868555.749794,IP,44.240.84.205,443,172.16.42.226,60646,6,46
1669868555.760368,IP,44.240.84.205,443,172.16.42.226,60646,6,576
1669868555.760947,IP,44.240.84.205,443,172.16.42.226,60646,6,38
1669868555.762214,IP,172.16.42.226,60646,44.240.84.205,443,6,0
1669868555.763239,IP,172.16.42.226,60646,44.240.84.205,443,6,42
1669868555.847344,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669868557.233636,IP,172.16.42.226,39912,142.251.35.206,80,6,0
1669868557.276364,IP,142.251.35.206,80,172.16.42.226,39912,6,0
1669868558.144369,IP,172.16.42.226,56940,172.16.42.1,1471,6,1088
1669868558.144592,IP,172.16.42.1,1471,172.16.42.226,56940,6,0
1669868558.195595,IP,172.16.42.1,1471,172.16.42.226,56940,6,390
1669868558.196605,IP,172.16.42.226,56940,172.16.42.1,1471,6,0
1669868558.223951,IP,172.16.42.226,56940,172.16.42.1,1471,6,1095
1669868558.224184,IP,172.16.42.1,1471,172.16.42.226,56940,6,0
1669868558.227043,IP,172.16.42.1,1471,172.16.42.226,56940,6,139
1669868558.276542,IP,172.16.42.226,56940,172.16.42.1,1471,6,0
1669868559.411447,IP,172.16.42.226,56940,172.16.42.1,1471,6,1270
1669868559.411672,IP,172.16.42.1,1471,172.16.42.226,56940,6,0
1669868559.673782,IP,172.16.42.1,1471,172.16.42.226,56940,6,208
1669868560.10948,IP,172.16.42.226,56940,172.16.42.1,1471,6,0
1669868560.115083,IP,172.16.42.226,56940,172.16.42.1,1471,6,1229
1669868560.115316,IP,172.16.42.1,1471,172.16.42.226,56940,6,0
1669868560.234387,IP,18.164.153.101,443,172.16.42.226,50506,6,39
1669868560.234989,IP,18.164.153.101,443,172.16.42.226,50506,6,0
1669868560.316915,IP,18.164.153.101,443,172.16.42.226,50506,6,0
1669868560.362399,IP,172.16.42.226,50506,18.164.153.101,443,6,0
1669868560.373439,IP,18.164.153.101,443,172.16.42.226,50506,6,39
1669868560.450048,IP,172.16.42.226,50506,18.164.153.101,443,6,0
1669868560.450049,IP,172.16.42.226,50506,18.164.153.101,443,6,0
1669868560.460357,IP,18.164.153.101,443,172.16.42.226,50506,6,0
1669868560.860849,IP,172.16.42.1,1471,172.16.42.226,56940,6,710
1669868561.029334,IP,172.16.42.226,34356,35.186.224.47,443,6,43
1669868561.03662,IP,35.186.224.47,443,172.16.42.226,34356,6,0
1669868561.090492,IP,35.186.224.47,443,172.16.42.226,34356,6,40
1669868561.091899,IP,172.16.42.226,34356,35.186.224.47,443,6,0
1669868561.333906,IP,172.16.42.226,40244,13.66.138.105,443,6,0
1669868561.34227,IP,172.16.42.1,1471,172.16.42.226,56940,6,710
1669868561.385788,IP,13.66.138.105,443,172.16.42.226,40244,6,0
1669868561.692169,IP,162.159.134.234,443,172.16.42.226,60486,6,85
1669868561.753955,IP,162.159.134.234,443,172.16.42.226,60486,6,132
1669868562.110302,IP,172.16.42.1,1471,172.16.42.226,56940,6,710
1669868562.233959,IP,162.159.134.234,443,172.16.42.226,60486,6,132
1669868562.247079,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868562.24708,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868562.24708,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868562.621757,IP,162.159.134.234,443,172.16.42.226,60486,6,548
1669868562.82938,IP,162.159.134.234,443,172.16.42.226,60486,6,82
1669868563.15559,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868563.155592,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868563.170738,IP,162.159.134.234,443,172.16.42.226,60486,6,272
1669868563.205639,IP,162.159.134.234,443,172.16.42.226,60486,6,50
1669868563.210897,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868563.210899,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669868563.231802,IP,172.16.42.226,36136,172.16.42.1,1471,6,1095
1669868563.232039,IP,172.16.42.1,1471,172.16.42.226,36136,6,0
1669868563.231803,IP,172.16.42.226,59076,172.16.42.1,1471,6,1088
1669868563.240063,IP,172.16.42.1,1471,172.16.42.226,36136,6,139
1669868563.242828,IP,172.16.42.226,36136,172.16.42.1,1471,6,0
1669868563.2743,IP,172.16.42.1,1471,172.16.42.226,59076,6,0
1669868563.315545,IP,172.16.42.1,1471,172.16.42.226,59076,6,390
1669868563.317439,IP,172.16.42.226,59076,172.16.42.1,1471,6,0
1669868563.364227,IP,172.16.42.226,45480,35.244.218.227,443,6,0
1669868563.373262,IP,35.244.218.227,443,172.16.42.226,45480,6,0
1669868563.614322,IP,172.16.42.1,1471,172.16.42.226,56940,6,710
1669868564.407365,IP,172.16.42.226,59076,172.16.42.1,1471,6,1270
1669868564.407598,IP,172.16.42.1,1471,172.16.42.226,59076,6,0
1669868564.511767,IP,75.2.39.155,443,172.16.42.215,41134,6,46
1669868564.51718,IP,172.16.42.215,41134,75.2.39.155,443,6,46
1669868564.602466,IP,75.2.39.155,443,172.16.42.215,41134,6,0
1669868564.671987,IP,172.16.42.1,1471,172.16.42.226,59076,6,208
1669868565.20661,IP,172.16.42.226,59076,172.16.42.1,1471,6,0
